usernames,post_captions,like_counts,comments_counts,comments_content,comment_user,types,id,post_lang,comment_lang
tobysestatekw,"Providing you a unique taste of our very famous PUHUB'LAJ filter roast bean all the way from Guatemala🍊
Only limited amount left!
Orders go through delivery or pickup service, available in all branches",-1,5,@_x.a.x ٧.٥٠٠ دينار🙏🏽,h_abujamea,GraphImage,2324774068544619298,en,ar
tobysestatekw,"Providing you a unique taste of our very famous PUHUB'LAJ filter roast bean all the way from Guatemala🍊
Only limited amount left!
Orders go through delivery or pickup service, available in all branches",-1,5,@tobysestatekw القهوة والمطحنة وإلي تسوي القهوة .. كل هذا بجم🤔⁉️,anouri_j,GraphImage,2324774068544619298,en,ar
tobysestatekw,"Providing you a unique taste of our very famous PUHUB'LAJ filter roast bean all the way from Guatemala🍊
Only limited amount left!
Orders go through delivery or pickup service, available in all branches",-1,5,@_x.a.x أدوات تجهيز القهوه كلها اب ٤٠ دينار. V60,bobdair1985,GraphImage,2324774068544619298,en,ar
tobysestatekw,"موجودين في دليفروو من الساعه ٧ صباحا لي ٤ بعد الظهر☕
Available on Deliveroo from 7am to 4pm☕",-1,0,no comment,yalhajry94,GraphImage,2324663570788589485,ar,en
tobysestatekw,"موجودين في طلبات من الساعه ٧ صباحا لي ٤ بعد الظهر☕
Available on talabat from 7am to 4pm☕",-1,6,😻👏🏼,ygm92,GraphImage,2324045619383416316,ar,Emjoi or No Caption
tobysestatekw,"موجودين في طلبات من الساعه ٧ صباحا لي ٤ بعد الظهر☕
Available on talabat from 7am to 4pm☕",-1,6,لام الهيمان في توصيل ؟,tobysestatekw,GraphImage,2324045619383416316,ar,ar
tobysestatekw,"موجودين في طلبات من الساعه ٧ صباحا لي ٤ بعد الظهر☕
Available on talabat from 7am to 4pm☕",-1,6,Do you offer decaf coffee??,vipvip__0909,GraphImage,2324045619383416316,ar,en
tobysestatekw,"موجودين في طلبات من الساعه ٧ صباحا لي ٤ بعد الظهر☕
Available on talabat from 7am to 4pm☕",-1,6,حسافه السبانش لاتيه الاسبوع اللي طاف طلبتها واليوم طلبتها ، الطعم متغير مو نفس قبل كلش ،  مغيرين القهوه اتوقع ، طعم ثاني كلش,futounalfallaji,GraphImage,2324045619383416316,ar,ar
tobysestatekw,"موجودين في طلبات من الساعه ٧ صباحا لي ٤ بعد الظهر☕
Available on talabat from 7am to 4pm☕",-1,6,Best Latte 🔥🔥,shyo_omaa,GraphImage,2324045619383416316,ar,en
tobysestatekw,"موجودين في طلبات من الساعه ٧ صباحا لي ٤ بعد الظهر☕
Available on talabat from 7am to 4pm☕",-1,6,Hello bes Coffee in k-Town❤️🔥 a question plz. What is the expiration date of this 6 bottles box ? @tobysestatekw,g_li7890,GraphImage,2324045619383416316,ar,en
tobysestatekw,"موجودين في كوفي أب من الساعه ٧ صباحا لي ٤ بعد الظهر☕
Available on COFE app from 7am to 4pm☕",-1,0,no comment,tobysestatekw,GraphImage,2323913045621237082,ar,en
tobysestatekw,Thank you all for your cooperation dont forget to stay caffeinated ☕,-1,3,Wonderful service today @ Murooj,being.hanaa,GraphImage,2323475129673618514,en,en
tobysestatekw,Thank you all for your cooperation dont forget to stay caffeinated ☕,-1,3,@ygm92 We are more than happy to serve your coffee 🙏🏽,cravingssatisfiedkw,GraphImage,2323475129673618514,en,en
tobysestatekw,Thank you all for your cooperation dont forget to stay caffeinated ☕,-1,3,عجيبيييين جداً ماأخرتوني ابد ماشاءالله سريع سريع 👏🏻👏🏻👏🏻👏🏻👏🏻فرع شرق,alsaleh965,GraphImage,2323475129673618514,en,ar
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,مالها طعم القهوه اذا ماخذيتها من شويخ وقعدت فيها 😢💔,nrwh1981,GraphImage,2323226489201738570,en,ar
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,انتووو راقينننن جداا شنو هل سرعه شنو هل بيك اب الراقيييي🥳🥺,tahani_aljaber,GraphImage,2323226489201738570,en,ar
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,كاتبين بالبايو لي ٤😕🤔,hm.q8,GraphImage,2323226489201738570,en,ar
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,@shyo_omaa الله يقدرنا نسعدكم دايما ♥️,iio6di__,GraphImage,2323226489201738570,en,ar
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,احلى قهوه والله بدووون مبالغه ♥️😻,tobysestatekw,GraphImage,2323226489201738570,en,ar
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,The best😍,aladwani.be,GraphImage,2323226489201738570,en,en
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,😍😍😍🔥🔥🔥,bashoraalbaqshi,GraphImage,2323226489201738570,en,Emjoi or No Caption
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,@danaalruwaieh,aalh123a,GraphImage,2323226489201738570,en,Emjoi or No Caption
tobysestatekw,"New pickup service hours! 
come by from 7am to 5pm in the following branches:
Murouj 
Shuwaikh 
Sharq
Bidaa
Abu Hulaifa",-1,9,ممكن تشوفون الدايركت مسج 😊,_oii33,GraphImage,2323226489201738570,en,ar
tobysestatekw,"Kindly note, 
Our Payment service will be only through KNET and credit card until further notice 🙏🏽🌠",-1,1,ليه ما توصلون للجهرا 😒,fatemah_alfailakawi,GraphImage,2322435443760850588,en,ar
tobysestatekw,"استلم طلبك عبر خدمة السيارات في فروعنا 
شرق
شويخ
مروج
بدع
أبو حليفه 
من الساعه ٧ صباحا لي ٤ بعد الظهر 🚀🌠",-1,7,ماتوصلون؟؟🙆🏻‍♀️,girmne72,GraphImage,2322024813069504968,ar,ar
tobysestatekw,"استلم طلبك عبر خدمة السيارات في فروعنا 
شرق
شويخ
مروج
بدع
أبو حليفه 
من الساعه ٧ صباحا لي ٤ بعد الظهر 🚀🌠",-1,7,@iio6di__ التوصيل عبر دليفروو، طلبات، و كوفي في نفس الأوقات🙏,man0o0r94,GraphImage,2322024813069504968,ar,ar
tobysestatekw,"استلم طلبك عبر خدمة السيارات في فروعنا 
شرق
شويخ
مروج
بدع
أبو حليفه 
من الساعه ٧ صباحا لي ٤ بعد الظهر 🚀🌠",-1,7,@3afoof,mo0n_dashti89,GraphImage,2322024813069504968,ar,Emjoi or No Caption
tobysestatekw,"استلم طلبك عبر خدمة السيارات في فروعنا 
شرق
شويخ
مروج
بدع
أبو حليفه 
من الساعه ٧ صباحا لي ٤ بعد الظهر 🚀🌠",-1,7,براڤو 👏🏻👏🏻,i.mk67,GraphImage,2322024813069504968,ar,ar
tobysestatekw,"استلم طلبك عبر خدمة السيارات في فروعنا 
شرق
شويخ
مروج
بدع
أبو حليفه 
من الساعه ٧ صباحا لي ٤ بعد الظهر 🚀🌠",-1,7,@tobysestatekw الجهراء اكو توصيل,wejdanalm2,GraphImage,2322024813069504968,ar,ar
tobysestatekw,"استلم طلبك عبر خدمة السيارات في فروعنا 
شرق
شويخ
مروج
بدع
أبو حليفه 
من الساعه ٧ صباحا لي ٤ بعد الظهر 🚀🌠",-1,7,شوفو الخاص,tobysestatekw,GraphImage,2322024813069504968,ar,ar
tobysestatekw,"استلم طلبك عبر خدمة السيارات في فروعنا 
شرق
شويخ
مروج
بدع
أبو حليفه 
من الساعه ٧ صباحا لي ٤ بعد الظهر 🚀🌠",-1,7,check direct plz,tobysestatekw,GraphImage,2322024813069504968,ar,en
tobysestatekw,"Come by for your car pickup service! 
Available in Sharq, Shuwaikh, Murouj, Bidaa, and Abu Hulaifa 🌠",-1,2,👏🏻👏🏻👏🏻👏🏻,rtukhaim,GraphImage,2321816909716623288,en,Emjoi or No Caption
tobysestatekw,"Come by for your car pickup service! 
Available in Sharq, Shuwaikh, Murouj, Bidaa, and Abu Hulaifa 🌠",-1,2,أحلى قهوه 🥺❤️,wishes_bysm,GraphImage,2321816909716623288,en,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,في البدع ؟,m7mdald9,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,ماعندكم رقم؟؟,doctoramoon,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,@nawalalmm,zdistrict,GraphImage,2321709200224654958,ar,Emjoi or No Caption
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,@mo0n_dashti89 موجودين 🙏🏽,bshbosha_2,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,@i.mk67 22092009,abrar__alsh,GraphImage,2321709200224654958,ar,Emjoi or No Caption
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,☕️🏃🏻‍♀️,iess7_,GraphImage,2321709200224654958,ar,Emjoi or No Caption
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,يا سلام😋☕️,fkhe33,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,😍👏,mma62__,GraphImage,2321709200224654958,ar,Emjoi or No Caption
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,💕💕💕💕💕😍😍😍😍😍,shei5a_diary,GraphImage,2321709200224654958,ar,Emjoi or No Caption
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,الف مبروك,manar_almuseleem,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,Tobys latte Sold out why 😭,shal7x_,GraphImage,2321709200224654958,ar,en
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,شلون طريقة الطلب ؟ على طول امركم و اطلب ولا لازم اتصل اول شي ؟,abdallh_alb67ani,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,"الله ياكثرررر الشوووق💘💘💘
نطلب لما نوصل ولا نتصل قبلهاا؟",haidro0o,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,يعطيكم العافيه بس حبيت انوه فرع ابو حليفه احنا نزلنا ماكو احد طلع لنا بره .,ez.ss,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,مساكين قاعدين يطلعون بالحر دلعو موظفينكم يستاهلون او عطيهم شمسية,z.1983.a,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,عندكم زحمة ؟ 😛,dado611,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,الحب توبي 😍❤️,iio6di__,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,حسافه ماقدر امرج و نروح 😂😂 @alsha6ey_99,bashboshtee,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,سيمفوني ؟,alghareeb82,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,أخاف انسى,fa6oom36,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,خلوها للخمس 💔,its_ghadeer,GraphImage,2321709200224654958,ar,ar
tobysestatekw,لا تنسون تمرون قهوتكم من الساعه ٧ صباحاً لي ٤ بعد الظهر ☕,-1,22,اي فرع,the.coffeekw,GraphImage,2321709200224654958,ar,ar
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,💕💕💕💕💕💕,a_a2014a_a,GraphSidecar,2321315944588571766,en,Emjoi or No Caption
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,اشتاقلك وانته مو يمي 💕,travelq8ya,GraphSidecar,2321315944588571766,en,ar
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,❤️❤️❤️❤️❤️,ibra88x,GraphSidecar,2321315944588571766,en,Emjoi or No Caption
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,❤️❤️❤️,alaa.alzamel,GraphSidecar,2321315944588571766,en,Emjoi or No Caption
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,وووااا,batoulpr,GraphSidecar,2321315944588571766,en,ps
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,We missed u😭,gamaaza,GraphSidecar,2321315944588571766,en,en
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,Welcome back 😻👏🏼,arwaalmudhaf,GraphSidecar,2321315944588571766,en,en
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,مشتاق موت لهالوجه فارقني صار هوايه,mlyaqoub,GraphSidecar,2321315944588571766,en,ar
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,السؤال هل تم تعقيم المكان,bshbosha_2,GraphSidecar,2321315944588571766,en,ar
tobysestatekw,"Our delivery and car service will be operating starting from tomorrow from 
7am to 4pm 🙏🏽
Our coffee will be waiting for you!",-1,10,مشتاقين😍,_imeem__,GraphSidecar,2321315944588571766,en,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,❤️❤️,deetrendkw,GraphImage,2321086898168445246,ar,Emjoi or No Caption
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,واحنا اكثر منكم ♥️,imdemax,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,واحنا اكثر قبل الدوام نمركم الصبح بشويخ😢,maramiii_kw,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,😍,layan.alh00,GraphImage,2321086898168445246,ar,Emjoi or No Caption
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,😍,ayy.posts,GraphImage,2321086898168445246,ar,Emjoi or No Caption
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,😍😍,ammaneh_,GraphImage,2321086898168445246,ar,Emjoi or No Caption
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,🥺اكثر ♥️,h_hanadiii,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,احناا اكثرررر❤️❤️❤️❤️,xilovecoffeemugsx,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,🥺,xilovecoffeemugsx,GraphImage,2321086898168445246,ar,Emjoi or No Caption
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,اخخخ💔💔💔😭😭😭,the.coffeekw,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,لبببببى عينكم في ذمتي💕💕💕💕,bin_wayel,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,اكثر اكثثثثرررررررر💘💘💘💘💘💘💘,foodmood_kw,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,احنا اكثررر,doctoramoon,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,أكثر أكثر😭💗,lulu.makeup.q8,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,😍😍,khalid.alazme,GraphImage,2321086898168445246,ar,Emjoi or No Caption
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,فرع سيمفوني؟,bintaltheeb96,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,Me too 🥺❤️❤️❤️,xhindx,GraphImage,2321086898168445246,ar,en
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,والله كلنا مشتاقين انا اول واحد صافط ❤️,jalaljames,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,واحنا اكثر😭💔💔💔,zashour9,GraphImage,2321086898168445246,ar,ar
tobysestatekw,ناطرينكم باجر انشاءالله🙏🏽☕,-1,20,😭😭😭💕💕💕,v6tme,GraphImage,2321086898168445246,ar,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,هلا هلا 😍😍🔥🔥,1.aq,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,مرررحبتيين كبار كببار 😍♥️,alzuwawi94,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,@asoom_  يالله 😍,fenusf,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,هلاا والله🥰🥰,am_94x_,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,Glad to have you back,labookay,GraphSidecar,2321018546314263377,en,en
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍😍,ifeelgreatfaisal,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,واخييراً 🤩🤩🤩💙💙,rfelharbi_,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍,we_love_jabriya,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,🔥💛,nouralmanea,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍😍😍,88_kw,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,الله يبشركم بالخير يا مال العافيه 💙,eng_mohsen.almutairi,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍😍😍,mrsnq8,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,الوعد باچر😋,yaqoubb,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,يا مرحبا والمرحبا بعيني❤️❤️❤️❤️❤️,muneera_alawadhi88,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,❤️❤️❤️❤️❤️,deetrendkw,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,@faraahalb the mini has full petrol,hamadyaloos,GraphSidecar,2321018546314263377,en,en
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,@shahod49,fatemahsalotaibi_,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍,j.alostad,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,توني ادري انكم موجودين بسي فيو,salaharbash,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,❤️❤️❤️,asoom_,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍😍,nwkalbader,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍😍🔥🔥🔥🔥,zainabjalsaleh,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍,muneraalrubabah,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,♥️♥️♥️,faraahalb,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,Hot tobys double shot,nadiyaa_h,GraphSidecar,2321018546314263377,en,en
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,Salmiya?? 💔,zaalzamel,GraphSidecar,2321018546314263377,en,en
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,@bintaltheeb96 😍😍😍,omjana143,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,@awmubailish @bwkalbader,fawaz_aljeemaz,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,كنت نااااااطرة هالخبر 😍😍,the.coffeekw,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,ندق عليكم؟ وناخذ الطلب ولا شلون؟,ym_x7,GraphSidecar,2321018546314263377,en,ar
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,@nouralmanea lets gooo 🚙,ealkhameess,GraphSidecar,2321018546314263377,en,en
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,🔥❤️❤️❤️👏🏻👏🏻,senorandsenora,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,@a.alsa3i 🥳,nalbarrak,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,@nawara_087,washa_almkaimi,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,😍😍😍,aalarrouj__,GraphSidecar,2321018546314263377,en,Emjoi or No Caption
tobysestatekw,"Are you ready for Toby's?! We are happy to finally announce that we will officially start operating tomorrow from 
8am to 4pm 🙏🏽
Looking forward to serving you all ☕",-1,36,بتعنالكم البدع عشان leo 😍😍👏🏼,dalal.alajmi90,GraphSidecar,2321018546314263377,en,ar
